serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
Sword & Shield;Battle Styles;BST;;3;3697;0.0929;10;140;71;91;;;cheryl, energy recycler, fan of waves, korrina s focus, level ball, rapid strike energy, rapid strike scroll of swirls, rapid strike style mustard, tool jammer, tower of waters;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruno, bruxish, cacnea, cacturne, camping gear;baltoy self destruct, bellsprout venoshock, bisharp slash steel slice, blipbug stampede, bouffalant sap sipper head charge, bruxish bite surf, carnivine big bite triple whip, centiskorch overheater bursting inferno, cherrim spring bloom seed bomb, cherubi leafage, claydol power split psyshot, conkeldurr hammer pressure mega punch, corphish bubble beam, corviknight v clutch sky hurricane;zwak/alternatief
Sword & Shield;Battle Styles;BST;;4;5204;0.088;14;140;171;211;;;bruno, cheryl, escape rope, exp share, fan of waves, korrina s focus, level ball, phoebe, rapid strike energy, single strike energy, tool jammer, tower of darkness, tower of waters, urn of vitality;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruxish, cacnea, cacturne, camping gear, carkol;air balloon, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, altaria miraculous charm speed dive, altaria tempting tune glide, aurora energy, avery, big charm, big parasol, bird keeper, blaziken v high jump kick fire spin, blaziken vmax clutch max blaze, blissey v natural cure blissful blast, boost shake;zwak/alternatief
Sword & Shield;Battle Styles;BST;;5;5313;0.0873;13;140;154;188;;;bruno, cheryl, escape rope, fan of waves, korrina s focus, level ball, phoebe, rapid strike energy, single strike energy, tool jammer, tower of darkness, tower of waters, urn of vitality;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruxish, cacnea, cacturne, camping gear, carkol;adventurer s discovery, altaria tempting tune glide, arceus v trinity charge power edge, arceus vstar trinity nova starbirth, battle vip pass, bibarel industrious incisors tail smash, blissey v natural cure blissful blast, boltund v smash turn electrobullet, boltund vmax bolt storm max bolt, boost shake, boss s orders cyrus, bronzong metal transfer zen headbutt, charizard v incinerate heat blast, charizard vstar explosive fire star blaze;zwak/alternatief
Sword & Shield;Battle Styles;BST;;6;4390;0.0782;14;140;207;293;;;bruno, cheryl, escape rope, fan of waves, korrina s focus, level ball, rapid strike energy, rapid strike style mustard, single strike energy, single strike style mustard, sordward and shielbert, tower of darkness, tower of waters, urn of vitality;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruxish, cacnea, cacturne, camping gear, carkol;abomasnow toughness boost mega punch, acerola s premonition, adventurer s discovery, air balloon, alcremie additional order rainbow flavor, allister, applin withdraw, ariados spider net poison sting, aromatic g energy, aurora energy, banette resolute spite eerie light, bea, beedrill persist sting jet spear, bird keeper;zwak/alternatief
Sword & Shield;Battle Styles;BST;;7;6311;0.0773;13;140;187;202;;;bruno, energy recycler, exp share, fan of waves, korrina s focus, level ball, rapid strike energy, rapid strike scroll of swirls, single strike energy, single strike scroll of scorn, tower of darkness, tower of waters, urn of vitality;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruxish, cacnea, cacturne, camping gear, carkol;absol swirling disaster claw rend, accelgor ninja tornado, altaria tempting tune glide, arbok ex bind down menacing fangs, articuno ice wing wild freeze, arven, basic lightning energy, basic psychic energy, battle vip pass, bibarel industrious incisors tail smash, bidoof carefree countenance hyper fang, blastoise ex solid shell twin cannons, boss s orders cyrus, boss s orders ghetsis;zwak/alternatief
Sword & Shield;Battle Styles;BST;;8;6266;0.0742;10;140;126;184;;;bruno, camping gear, cheryl, exp share, phoebe, single strike energy, single strike scroll of scorn, single strike style mustard, tower of darkness, urn of vitality;aegislash, baltoy, bellsprout, bisharp, blipbug, boltund, bouffalant, bronzong, bronzor, bruxish, cacnea, cacturne, carkol, carnivine;abomasnow toughness boost mega punch, agatha, ampharos thunder shock searchlight tail, banette resolute spite eerie light, bellsprout venoshock, blissey v natural cure blissful blast, boltund corner defiant spark, bronzong metal transfer zen headbutt, bronzor ram, cacnea zzzt beat, cacturne pull spiny punch, carkol tackle wild tackle, celebi v leaflet dance slash back, celebi vmax curative forest max plant;zwak/alternatief
Sword & Shield;Shining Fates Shiny Vault;SHF;;;;;;122;;;;;;;;geen kandidaat
Sword & Shield;Shining Fates;SHF;;1;6272;0.0934;4;70;21;23;;;gym trainer, piers, poke kid, rose;alcremie v, alcremie vmax, ball guy, bird keeper, boss s orders, buizel, cacnea, cara liss, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v;basic psychic energy, basic water energy, centiskorch v radiating heat burning train, centiskorch vmax g max centiferno, ducklett rain splash lor, eternatus v power accelerator dynamax cannon, eternatus vmax eternal zone dread end, galarian slowpoke tantailizing, lickitung drool, orbeetle v strafe mysterious wave, orbeetle vmax eerie beam g max wave, pikachu v charge thunderbolt, pikachu vmax g max volt tackle, player s ceremony;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;2;3630;0.0869;11;70;188;208;;;ball guy, bird keeper, cara liss, gym trainer, piers, poke kid, rose, rusted shield, rusted sword, skyla, team yell towel;alcremie v, alcremie vmax, boss s orders, buizel, cacnea, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax, crobat v, crobat vmax;alcremie decorate draining kiss, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, appletun delicious aroma solar beam, applin withdraw, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, arrokuda rain splash, barraskewda peck spiral jet, blipbug gnaw, boltund big bite fighting fangs, boss s orders lysandre, buizel rain splash, bunnelby mad party;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;3;3580;0.0844;11;70;198;330;;;ball guy, bird keeper, cara liss, gym trainer, piers, poke kid, rose, rusted shield, rusted sword, skyla, team yell towel;alcremie v, alcremie vmax, boss s orders, buizel, cacnea, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax, crobat v, crobat vmax;aegislash big shield power edge, air balloon, alcremie decorate draining kiss, appletun delicious aroma solar beam, applin withdraw, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, arrokuda rain splash, aurora energy, barraskewda peck spiral jet, blipbug gnaw, boltund big bite fighting fangs, boltund v electrify bolt storm;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;4;6276;0.0608;4;70;59;79;;;ball guy, rose, rusted shield, rusted sword;alcremie v, alcremie vmax, bird keeper, boss s orders, buizel, cacnea, cara liss, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax;aegislash v slash sonic edge, aegislash vmax max hack, aromatic g energy, beauty, blaziken double type turbo drive, boss s orders lysandre, celebi energy press amazing bloom, coating m energy, combusken smash kick heat beak, copperajah antibacterial skin vengeful stomp, cufant strength, dewott water gun aqua wash, ditto v v transformation stick on, ditto vmax max transform;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;5;6273;0.0448;2;70;23;23;;;cara liss, gym trainer;alcremie v, alcremie vmax, ball guy, bird keeper, boss s orders, buizel, cacnea, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax;basic darkness energy, basic fighting energy, basic fire energy, battle vip pass, boltund v electrify bolt storm, celebration fanfare, crobat v dark asset venomous fang, eevee first step tail whap, elesa s sparkle, gallade v rising sword buster swing, hoopa v two faced shadow impact, ice rider calyrex vmax ride of the high king max lance, mew vmax cross fusion strike max miracle, pikachu pika ball;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;6;3274;0.0338;3;70;102;119;;;bird keeper, piers, rose;alcremie v, alcremie vmax, ball guy, boss s orders, buizel, cacnea, cara liss, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax;arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, billowing smoke, blaziken double type turbo drive, cape of toughness, capture energy, carnivine return giga drain, coalossal tar generator flaming avalanche, combusken smash kick heat beak, copperajah antibacterial skin vengeful stomp, crobat v dark asset venomous fang, cufant strength, dartrix razor leaf;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;7;6281;0.0315;3;70;115;143;;;cara liss, piers, team yell towel;alcremie v, alcremie vmax, ball guy, bird keeper, boss s orders, buizel, cacnea, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax;alakazam v zen spoon mind ruler, alcremie sharing sweets wonder shine, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, ampharos v dazzle blast damaging spark, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, arrokuda flock peck, banette curse of devolution spooky shot, barraskewda targeted skewer jet headbutt, blitzle zap kick, chatot minor errand running peck, chewtle jaw lock;zwak/alternatief
Sword & Shield;Shining Fates;SHF;;8;3214;0.0253;4;70;281;354;;;cara liss, gym trainer, poke kid, rose;alcremie v, alcremie vmax, ball guy, bird keeper, boss s orders, buizel, cacnea, celebi, chewtle, cinderace v, cinderace vmax, cramorant, cramorant v, cramorant vmax;absol slash lost claw, aerodactyl linear attack jet dive, alolan exeggutor v growing tall head swing, altaria tempting tune glide, arcanine sun drenched tackle illustration contest 2022, arceus and dialga and palkia gx ultimate ray altered creation gx, arceus v trinity charge power edge, archeops primal turbo speed wing, arrokuda flock peck, baltoy smack, barry, battle compressor team flare gear, bea, bede;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;1;3484;0.1011;18;171;182;222;;;allister, bea, beauty, cape of toughness, cara liss, circhester bath, drone rotom, hero s medal, league staff, leon, memory capsule, moomoo cheese, nessa, opal, pokemon center lady, rocky helmet, telescopic sight, wyndon stadium;aegislash v, aegislash vmax, alakazam v, alcremie, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, beedrill, beldum, blitzle, celebi, charizard;aegislash v slash sonic edge, aegislash vmax max hack, alakazam v zen spoon mind ruler, alcremie sharing sweets wonder shine, ampharos v dazzle blast damaging spark, aromatic g energy, arrokuda flock peck, banette curse of devolution spooky shot, barraskewda targeted skewer jet headbutt, beedrill elusive master sharp sting, beldum call for family ram, blitzle zap kick, celebi energy press amazing bloom, charizard battle sense royal blaze;MOGELIJK - handmatig controleren
Sword & Shield;Vivid Voltage;VIV;;2;6354;0.0695;3;171;8;8;;;bea, leon, nessa;aegislash v, aegislash vmax, alakazam v, alcremie, allister, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, beauty, beedrill, beldum, blitzle;bede, hop, klara, marnie, raihan;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;3;3479;0.0569;8;171;102;121;;;bea, drone rotom, league staff, leon, memory capsule, nessa, telescopic sight, wyndon stadium;aegislash v, aegislash vmax, alakazam v, alcremie, allister, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, beauty, beedrill, beldum, blitzle;aegislash v slash sonic edge, aegislash vmax max hack, alakazam v zen spoon mind ruler, alcremie sharing sweets wonder shine, arrokuda flock peck, barraskewda targeted skewer jet headbutt, blitzle zap kick, charizard battle sense royal blaze, charmander collect flare, charmeleon slash raging flames, chewtle jaw lock, chimecho auspicious tone hypnoblast, clobbopus beat hammer in, coating m energy;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;4;3384;0.0557;7;171;78;94;;;allister, beauty, cape of toughness, hero s medal, moomoo cheese, opal, rocky helmet;aegislash v, aegislash vmax, alakazam v, alcremie, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, bea, beedrill, beldum, blitzle, cara liss;alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, ampharos v dazzle blast damaging spark, aromatic g energy, banette curse of devolution spooky shot, beedrill elusive master sharp sting, beldum call for family ram, celebi energy press amazing bloom, chatot minor errand running peck, clefable lunar blessing magical shot, clefairy pound mini metronome, coalossal v searing flame boulder crush, coalossal vmax eruption shot g max boulder, dedenne tail trickery;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;5;6279;0.0541;8;171;116;143;;;allister, bea, cape of toughness, circhester bath, league staff, leon, moomoo cheese, wyndon stadium;aegislash v, aegislash vmax, alakazam v, alcremie, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, beauty, beedrill, beldum, blitzle, cara liss;beedrill elusive master sharp sting, beldum call for family ram, billowing smoke, bird keeper, carnivine return giga drain, charizard battle sense royal blaze, charizard v claw slash fire spin, charizard vmax claw slash g max wildfire, charmander collect flare, charmeleon slash raging flames, clobbopus beat hammer in, coalossal v searing flame boulder crush, coalossal vmax eruption shot g max boulder, dartrix razor leaf;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;6;6281;0.0475;7;171;115;143;;;cara liss, drone rotom, hero s medal, nessa, opal, rocky helmet, telescopic sight;aegislash v, aegislash vmax, alakazam v, alcremie, allister, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, bea, beauty, beedrill, beldum;alakazam v zen spoon mind ruler, alcremie sharing sweets wonder shine, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, ampharos v dazzle blast damaging spark, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, arrokuda flock peck, banette curse of devolution spooky shot, barraskewda targeted skewer jet headbutt, blitzle zap kick, chatot minor errand running peck, chewtle jaw lock;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;7;6406;0.0415;2;171;10;10;;;moomoo cheese, telescopic sight;aegislash v, aegislash vmax, alakazam v, alcremie, allister, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, bea, beauty, beedrill, beldum;big parasol, cook, galar mine, level ball, meowth v pay day slashing claw, meowth vmax g max gold rush, pal pad, team yell grunt;zwak/alternatief
Sword & Shield;Vivid Voltage;VIV;;8;4390;0.0414;8;171;207;293;;;allister, bea, cape of toughness, leon, memory capsule, nessa, opal, telescopic sight;aegislash v, aegislash vmax, alakazam v, alcremie, ampharos v, aromatic grass energy, arrokuda, banette, barraskewda, beauty, beedrill, beldum, blitzle, cara liss;abomasnow toughness boost mega punch, acerola s premonition, adventurer s discovery, air balloon, alcremie additional order rainbow flavor, applin withdraw, ariados spider net poison sting, aromatic g energy, aurora energy, banette resolute spite eerie light, beedrill persist sting jet spear, bird keeper, blaziken v high jump kick fire spin, blaziken vmax clutch max blaze;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;1;3419;0.2283;19;70;92;102;;;bede, full heal, great ball, hop, hyper potion, kabu, marnie, milo, piers, poke ball, pokemon center lady, potion, professor s research professor magnolia, rotom bike, rotom phone, sonia, suspicious food tin, team yell grunt;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;absol dark cutter, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, altaria miraculous charm speed dive, arbok sharp fang tail snap, beedrill poison jab, carvanha bite, centiskorch searing flame heat crawler, charizard v claw slash fire spin, charizard vmax claw slash g max wildfire, darkness energy, drednaw v solid shell powerful bite, drednaw vmax solid shell g max headbutt, duraludon v hard coat gatling slug;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sword & Shield;Champion's Path;CPA;3419;2;4389;0.1633;6;70;15;16;;;bede, great ball, hop, poke ball, potion, professor s research professor magnolia;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;lightning energy, pikachu charge electro ball, pikachu v pika ball circle circuit, pikachu v volt tackle, pikachu vmax g max volt tackle, poke kid, pokemon catcher, raichu pain full punch mach bolt, switch;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;3;3600;0.1219;9;70;76;117;;;bede, great ball, hop, marnie, pokemon center lady, potion, professor s research professor magnolia, rotom bike, team yell grunt;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;baltoy spinning attack, big charm, blipbug call for family, boltund bite electrodash, celebi v find a friend line force, chinchou luring glow lightning ball, cinderace pyro ball burning kick, clobbopus punch, cloyster shell grab tidal wave, cottonee attach, cramorant water arrow water gun, crushing hammer, diglett scratch, drampa dragon pulse;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;4;6408;0.1197;16;70;207;222;;;bede, full heal, great ball, hop, hyper potion, marnie, milo, poke ball, pokemon center lady, potion, professor s research professor magnolia, rotom bike, rotom phone, sonia, team yell grunt, turffield stadium;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;abomasnow soothing scent megaton lariat, absol dark cutter, aggron sturdy gigaton stomp, air balloon, alcremie decorate draining kiss, ampharos dazzle blast electric ball, arbok sharp fang tail snap, aron ram headbutt, aurora energy, barbaracle rock hurl hand press, beartic slash frozen slice, beedrill poison jab, big charm, binacle dual chop;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;5;3585;0.1167;5;70;21;21;;;bede, hop, marnie, milo, potion;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;boss s orders lysandre, cacnea pierce, celebi woodland stroll leaf step, eldegoss enriching seeds surprise attack, evolution incense, gossifleur leafage, pokegear 3 0, professor s research professor juniper, quick ball, switch, tropius attach leaves gust, venusaur v leaf drain double edge, venusaur vmax forest storm g max bloom, yanma tackle wing attack;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;6;3595;0.1165;6;70;32;61;;;hop, marnie, milo, professor s research professor magnolia, rotom phone, sonia;absol, alcremie v, alcremie vmax, altaria, arbok, bede, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v;absol dark cutter, carkol ram heat crash, charizard v claw slash fire spin, charizard vmax claw slash g max wildfire, coalossal tar generator flaming avalanche, cynthia, deino ram, evolution incense, grimmsnarl v bite spiky knuckle, grimmsnarl vmax g max drill, hydreigon dark squall pitch black fangs, lugia gust energy loop, nickit filch tail smack, poke kid;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;7;6354;0.1099;3;70;8;8;;;bede, hop, marnie;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;bea, klara, leon, nessa, raihan;zwak/alternatief
Sword & Shield;Champion's Path;CPA;3419;8;4385;0.1028;5;70;28;30;;;bede, great ball, hop, marnie, professor s research professor magnolia;absol, alcremie v, alcremie vmax, altaria, arbok, beedrill, carvanha, centiskorch, charizard v, charizard vmax, drednaw v, drednaw vmax, duraludon v, ekans;absol drag off slash, ariados spider net poison sting, boss s orders giovanni, darkrai darkness guard vortex of darkness, duraludon raging claws power blast, eternatus v power accelerator dynamax cannon, eternatus vmax eternal zone dread end, evolution incense, hoopa assault gate, lucario spike draw knuckle impact, melmetal energy link heavy impact, meltan headbutt beam, metal saucer, morpeko gather food hangry tackle;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;1;3199;0.0979;18;178;187;227;;;big parasol, billowing smoke, bird keeper, cape of toughness, capture energy, familiar bell, glimwood tangle, kabu, old pc, piers, pokemon breeder s nurturing, rare fossil, rose, rose tower, spikemuth, struggle gloves, turbo patch, yell horn;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, blaziken, bounsweet, bunnelby, butterfree v, butterfree vmax, carnivine;accelgor jet headbutt, aggron sturdy gigaton stomp, ampharos dazzle blast electric ball, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, aron ram headbutt, beartic slash frozen slice, blaziken double type turbo drive, bounsweet synthesis flop, bunnelby mad party, butterfree v dizzying poison blasting wind, butterfree vmax g max toxbreeze, carnivine return giga drain;MOGELIJK - handmatig controleren
Sword & Shield;Darkness Ablaze;DAA;;2;3274;0.0764;11;178;102;119;;;billowing smoke, bird keeper, cape of toughness, capture energy, piers, rare fossil, rose, rose tower, spikemuth, turbo patch, yell horn;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, blaziken, bounsweet, bunnelby, butterfree v, butterfree vmax;arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, blaziken double type turbo drive, carnivine return giga drain, coalossal tar generator flaming avalanche, combusken smash kick heat beak, copperajah antibacterial skin vengeful stomp, crobat v dark asset venomous fang, cufant strength, dartrix razor leaf, decidueye deep forest camo splitting arrow, delcatty captivating tail moon impact, dracovish primal law hammer in;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;3;3219;0.0486;6;178;71;86;;;big parasol, familiar bell, glimwood tangle, kabu, old pc, pokemon breeder s nurturing;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, billowing smoke, bird keeper, blaziken, bounsweet, bunnelby, butterfree v;accelgor jet headbutt, aggron sturdy gigaton stomp, aron ram headbutt, beartic slash frozen slice, bounsweet synthesis flop, bunnelby mad party, butterfree v dizzying poison blasting wind, butterfree vmax g max toxbreeze, centiskorch v radiating heat burning train, centiskorch vmax g max centiferno, corviknight flying taxi blasting wind, corvisquire peck fury attack, cubchoo chop icicle, darkrai darkness guard vortex of darkness;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;4;3580;0.0472;9;178;198;330;;;bird keeper, cape of toughness, capture energy, glimwood tangle, piers, rare fossil, rose, rose tower, turbo patch;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, billowing smoke, blaziken, bounsweet, bunnelby, butterfree v;aegislash big shield power edge, air balloon, alcremie decorate draining kiss, appletun delicious aroma solar beam, applin withdraw, arctovish hard face cold breath, arctozolt biting whirlpool electro ball, ariados spider net poison sting, arrokuda rain splash, aurora energy, ball guy, barraskewda peck spiral jet, blipbug gnaw, boltund big bite fighting fangs;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;5;6288;0.0362;4;178;55;96;;;capture energy, familiar bell, kabu, pokemon breeder s nurturing;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, billowing smoke, bird keeper, blaziken, bounsweet, bunnelby;appletun delicious aroma solar beam, applin withdraw, blipbug gnaw, bunnelby mad party, capacious bucket, chinchou gentle slap, clefable prankish moon kick, clefairy shining fingers magical shot, corviknight flying taxi blasting wind, corvisquire peck fury attack, cramorant v beak catch spit shot, cramorant vmax max jet, dedenne mad party, dhelmise v anchor anger giga hammer;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;6;4390;0.0357;7;178;207;293;;;bird keeper, cape of toughness, capture energy, kabu, piers, rose, turbo patch;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, billowing smoke, blaziken, bounsweet, bunnelby, butterfree v;abomasnow toughness boost mega punch, acerola s premonition, adventurer s discovery, air balloon, alcremie additional order rainbow flavor, allister, applin withdraw, ariados spider net poison sting, aromatic g energy, aurora energy, banette resolute spite eerie light, bea, beedrill persist sting jet spear, blaziken v high jump kick fire spin;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;7;3717;0.0344;3;178;33;33;;;capture energy, piers, turbo patch;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, billowing smoke, bird keeper, blaziken, bounsweet, bunnelby;air balloon, boss s orders giovanni, dedenne gx dedechange static shock tingly return gx, electrode buzzap generator electric ball, evolution incense, frosmoth ice dance aurora beam, horror p energy, marnie, martial arts dojo, metal saucer, milo, ordinary rod, pokemon communication, powerful c energy;zwak/alternatief
Sword & Shield;Darkness Ablaze;DAA;;8;6279;0.033;5;178;116;143;;;billowing smoke, bird keeper, cape of toughness, struggle gloves, yell horn;accelgor, aggron, ampharos, arctovish, arctozolt, ariados, aron, beartic, big parasol, blaziken, bounsweet, bunnelby, butterfree v, butterfree vmax;allister, bea, beedrill elusive master sharp sting, beldum call for family ram, carnivine return giga drain, charizard battle sense royal blaze, charizard v claw slash fire spin, charizard vmax claw slash g max wildfire, charmander collect flare, charmeleon slash raging flames, circhester bath, clobbopus beat hammer in, coalossal v searing flame boulder crush, coalossal vmax eruption shot g max boulder;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;1;3143;0.104;19;175;187;232;;;big charm, burning scarf, capacious bucket, capture energy, cursed shovel, dan, full heal, galar mine, milo, nugget, oleana, poke ball, scoop up net, skyla, sonia, tool scrapper, training court, turffield stadium;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, binacle, boltund v, boss s orders;abomasnow soothing scent megaton lariat, aegislash big shield power edge, alcremie decorate draining kiss, appletun delicious aroma solar beam, applin continuous tumble, applin withdraw, arcanine warming up fire mane, arrokuda rain splash, barbaracle rock hurl hand press, barboach razor fin, barraskewda peck spiral jet, bewear hammer arm big throw, binacle dual chop, boltund v electrify bolt storm;MOGELIJK - handmatig controleren
Sword & Shield;Rebel Clash;RCL;;2;3284;0.0731;9;175;72;86;;;big charm, burning scarf, capacious bucket, milo, skyla, sonia, training court, turffield stadium, twin energy;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, binacle, boltund v, boss s orders;abomasnow soothing scent megaton lariat, aegislash big shield power edge, appletun delicious aroma solar beam, applin continuous tumble, arcanine warming up fire mane, arrokuda rain splash, barbaracle rock hurl hand press, barraskewda peck spiral jet, binacle dual chop, boltund v electrify bolt storm, bronzong smack gyro ball, bronzor ram speed dive, bunnelby burrow headbutt bounce, butterfree panic poison cutting wind;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;3;3717;0.0693;6;175;33;33;;;capture energy, milo, tool scrapper, training court, turffield stadium, twin energy;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, big charm, binacle, boltund v;air balloon, boss s orders giovanni, dedenne gx dedechange static shock tingly return gx, electrode buzzap generator electric ball, evolution incense, frosmoth ice dance aurora beam, horror p energy, marnie, martial arts dojo, metal saucer, ordinary rod, piers, pokemon communication, powerful c energy;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;4;3279;0.0573;8;175;97;115;;;capture energy, cursed shovel, dan, galar mine, nugget, oleana, scoop up net, tool scrapper;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, big charm, binacle, boltund v;alcremie decorate draining kiss, applin withdraw, barboach razor fin, bewear hammer arm big throw, boss s orders giovanni, carkol ram heat crash, chandelure protective glow mirage flare, chatot lucky match glide, clefable prankish moon kick, clefairy shining fingers magical shot, coalossal tar generator flaming avalanche, copperajah v adamantine press wrack down, copperajah vmax dangerous nose g max hammer, dragapult v bite jet assault;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;5;6288;0.0549;6;175;55;96;;;capacious bucket, capture energy, galar mine, oleana, scoop up net, tool scrapper;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, big charm, binacle, boltund v;appletun delicious aroma solar beam, applin withdraw, blipbug gnaw, bunnelby mad party, chinchou gentle slap, clefable prankish moon kick, clefairy shining fingers magical shot, corviknight flying taxi blasting wind, corvisquire peck fury attack, cramorant v beak catch spit shot, cramorant vmax max jet, dedenne mad party, dhelmise v anchor anger giga hammer, dhelmise vmax swinging chain max anchor;zwak/alternatief
