status;matchType;candidateCount;appKey;serie;set;abbr;kaartnr;kaartnaam;cmProductId;cmExpansionId;cmSetCode;cmSetName;cmNumber;cmName;cmRawName;price;foilTrendPrice;url
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG16|Absol;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG16;Absol;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG17|Thievul;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG17;Thievul;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG18|Magnezone;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG18;Magnezone;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG19|Altaria;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG19;Altaria;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG20|Latias;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG20;Latias;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG21|Hisuian Goodra;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG21;Hisuian Goodra;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG22|Ditto;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG22;Ditto;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG23|Dunsparce;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG23;Dunsparce;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG24|Miltank;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG24;Miltank;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG25|Bibarel;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG25;Bibarel;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG26|Riolu;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG26;Riolu;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG27|Swablu;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG27;Swablu;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG28|Duskull;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG28;Duskull;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG29|Bidoof;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG29;Bidoof;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG30|Pikachu;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG30;Pikachu;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG31|Turtwig;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG31;Turtwig;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG32|Paras;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG32;Paras;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG33|Poochyena;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG33;Poochyena;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG34|Mareep;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG34;Mareep;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG35|Leafeon VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG35;Leafeon VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG36|Entei V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG36;Entei V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG37|Simisear VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG37;Simisear VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG38|Suicune V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG38;Suicune V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG39|Lumineon V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG39;Lumineon V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG40|Glaceon VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG40;Glaceon VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG41|Raikou V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG41;Raikou V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG42|Zeraora VMAX;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG42;Zeraora VMAX;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG43|Zeraora VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG43;Zeraora VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG44|Mewtwo VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG44;Mewtwo VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG45|Deoxys VMAX;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG45;Deoxys VMAX;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG46|Deoxys VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG46;Deoxys VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG47|Hatterene VMAX;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG47;Hatterene VMAX;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG48|Zacian V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG48;Zacian V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG49|Drapion V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG49;Drapion V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG50|Darkrai VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG50;Darkrai VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG51|Hisuian Samurott V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG51;Hisuian Samurott V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG52|Hisuian Samurott VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG52;Hisuian Samurott VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG53|Hoopa V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG53;Hoopa V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG54|Zamazenta V;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG54;Zamazenta V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG55|Regigigas VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG55;Regigigas VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG56|Hisuian Zoroark VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG56;Hisuian Zoroark VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG57|Adaman;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG57;Adaman;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG58|Cheren's Care;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG58;Cheren's Care;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG59|Colress's Experiment;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG59;Colress's Experiment;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG60|Cynthia's Ambition;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG60;Cynthia's Ambition;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG61|Gardenia's Vigor;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG61;Gardenia's Vigor;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG62|Grant;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG62;Grant;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG63|Irida;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG63;Irida;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG64|Melony;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG64;Melony;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG65|Raihan;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG65;Raihan;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG66|Roxanne;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG66;Roxanne;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG67|Origin Forme Palkia VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG67;Origin Forme Palkia VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG68|Origin Forme Dialga VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG68;Origin Forme Dialga VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG69|Giratina VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG69;Giratina VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith Galarian Gallery|CRZ|GG70|Arceus VSTAR;Sword & Shield;Crown Zenith Galarian Gallery;CRZ;GG70;Arceus VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|001|Oddish;Sword & Shield;Crown Zenith;CRZ;001;Oddish;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|002|Gloom;Sword & Shield;Crown Zenith;CRZ;002;Gloom;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|003|Bellossom;Sword & Shield;Crown Zenith;CRZ;003;Bellossom;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|004|Tangela;Sword & Shield;Crown Zenith;CRZ;004;Tangela;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|005|Tangrowth;Sword & Shield;Crown Zenith;CRZ;005;Tangrowth;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|006|Scyther;Sword & Shield;Crown Zenith;CRZ;006;Scyther;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|007|Sunkern;Sword & Shield;Crown Zenith;CRZ;007;Sunkern;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|008|Yanma;Sword & Shield;Crown Zenith;CRZ;008;Yanma;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|009|Yanmega;Sword & Shield;Crown Zenith;CRZ;009;Yanmega;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|010|Kricketot;Sword & Shield;Crown Zenith;CRZ;010;Kricketot;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|011|Cherubi;Sword & Shield;Crown Zenith;CRZ;011;Cherubi;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|012|Carnivine;Sword & Shield;Crown Zenith;CRZ;012;Carnivine;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|013|Leafeon V;Sword & Shield;Crown Zenith;CRZ;013;Leafeon V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|014|Leafeon VSTAR;Sword & Shield;Crown Zenith;CRZ;014;Leafeon VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|015|Grubbin;Sword & Shield;Crown Zenith;CRZ;015;Grubbin;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|016|Zarude;Sword & Shield;Crown Zenith;CRZ;016;Zarude;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|017|Calyrex;Sword & Shield;Crown Zenith;CRZ;017;Calyrex;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|018|Charizard V;Sword & Shield;Crown Zenith;CRZ;018;Charizard V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|019|Charizard VSTAR;Sword & Shield;Crown Zenith;CRZ;019;Charizard VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|020|Radiant Charizard;Sword & Shield;Crown Zenith;CRZ;020;Radiant Charizard;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|021|Entei;Sword & Shield;Crown Zenith;CRZ;021;Entei;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|022|Simisear V;Sword & Shield;Crown Zenith;CRZ;022;Simisear V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|023|Simisear VSTAR;Sword & Shield;Crown Zenith;CRZ;023;Simisear VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|024|Larvesta;Sword & Shield;Crown Zenith;CRZ;024;Larvesta;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|025|Volcarona;Sword & Shield;Crown Zenith;CRZ;025;Volcarona;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|026|Volcanion;Sword & Shield;Crown Zenith;CRZ;026;Volcanion;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|027|Salandit;Sword & Shield;Crown Zenith;CRZ;027;Salandit;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|028|Salazzle;Sword & Shield;Crown Zenith;CRZ;028;Salazzle;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|029|Seel;Sword & Shield;Crown Zenith;CRZ;029;Seel;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|030|Galarian Mr. Mime;Sword & Shield;Crown Zenith;CRZ;030;Galarian Mr. Mime;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|031|Wailmer;Sword & Shield;Crown Zenith;CRZ;031;Wailmer;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|032|Wailord;Sword & Shield;Crown Zenith;CRZ;032;Wailord;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|033|Corphish;Sword & Shield;Crown Zenith;CRZ;033;Corphish;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|034|Snorunt;Sword & Shield;Crown Zenith;CRZ;034;Snorunt;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|035|Luvdisc;Sword & Shield;Crown Zenith;CRZ;035;Luvdisc;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|036|Kyogre;Sword & Shield;Crown Zenith;CRZ;036;Kyogre;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|037|Kyogre V;Sword & Shield;Crown Zenith;CRZ;037;Kyogre V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|038|Glaceon V;Sword & Shield;Crown Zenith;CRZ;038;Glaceon V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|039|Shinx;Sword & Shield;Crown Zenith;CRZ;039;Shinx;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|040|Shinx;Sword & Shield;Crown Zenith;CRZ;040;Shinx;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|041|Luxio;Sword & Shield;Crown Zenith;CRZ;041;Luxio;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|042|Luxio;Sword & Shield;Crown Zenith;CRZ;042;Luxio;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|043|Luxray;Sword & Shield;Crown Zenith;CRZ;043;Luxray;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|044|Luxray;Sword & Shield;Crown Zenith;CRZ;044;Luxray;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|045|Rotom V;Sword & Shield;Crown Zenith;CRZ;045;Rotom V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|046|Rotom VSTAR;Sword & Shield;Crown Zenith;CRZ;046;Rotom VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|047|Emolga;Sword & Shield;Crown Zenith;CRZ;047;Emolga;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|048|Eelektrik;Sword & Shield;Crown Zenith;CRZ;048;Eelektrik;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|049|Helioptile;Sword & Shield;Crown Zenith;CRZ;049;Helioptile;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|050|Heliolisk;Sword & Shield;Crown Zenith;CRZ;050;Heliolisk;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|051|Radiant Charjabug;Sword & Shield;Crown Zenith;CRZ;051;Radiant Charjabug;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|052|Zeraora;Sword & Shield;Crown Zenith;CRZ;052;Zeraora;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|053|Zeraora V;Sword & Shield;Crown Zenith;CRZ;053;Zeraora V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|054|Zeraora VMAX;Sword & Shield;Crown Zenith;CRZ;054;Zeraora VMAX;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|055|Zeraora VSTAR;Sword & Shield;Crown Zenith;CRZ;055;Zeraora VSTAR;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|056|Pincurchin;Sword & Shield;Crown Zenith;CRZ;056;Pincurchin;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|057|Exeggcute;Sword & Shield;Crown Zenith;CRZ;057;Exeggcute;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|058|Exeggutor;Sword & Shield;Crown Zenith;CRZ;058;Exeggutor;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|059|Mewtwo;Sword & Shield;Crown Zenith;CRZ;059;Mewtwo;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|060|Mew V;Sword & Shield;Crown Zenith;CRZ;060;Mew V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|061|Girafarig;Sword & Shield;Crown Zenith;CRZ;061;Girafarig;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|062|Lunatone;Sword & Shield;Crown Zenith;CRZ;062;Lunatone;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|063|Dusclops;Sword & Shield;Crown Zenith;CRZ;063;Dusclops;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|064|Tapu Lele;Sword & Shield;Crown Zenith;CRZ;064;Tapu Lele;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|065|Hatterene V;Sword & Shield;Crown Zenith;CRZ;065;Hatterene V;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|066|Hatterene VMAX;Sword & Shield;Crown Zenith;CRZ;066;Hatterene VMAX;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|067|Enamorus;Sword & Shield;Crown Zenith;CRZ;067;Enamorus;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|068|Graveler;Sword & Shield;Crown Zenith;CRZ;068;Graveler;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|069|Solrock;Sword & Shield;Crown Zenith;CRZ;069;Solrock;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|070|Baltoy;Sword & Shield;Crown Zenith;CRZ;070;Baltoy;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|071|Riolu;Sword & Shield;Crown Zenith;CRZ;071;Riolu;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|072|Pancham;Sword & Shield;Crown Zenith;CRZ;072;Pancham;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|073|Rockruff;Sword & Shield;Crown Zenith;CRZ;073;Rockruff;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|074|Lycanroc;Sword & Shield;Crown Zenith;CRZ;074;Lycanroc;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|075|Koffing;Sword & Shield;Crown Zenith;CRZ;075;Koffing;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|076|Absol;Sword & Shield;Crown Zenith;CRZ;076;Absol;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|077|Purrloin;Sword & Shield;Crown Zenith;CRZ;077;Purrloin;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|078|Liepard;Sword & Shield;Crown Zenith;CRZ;078;Liepard;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|079|Krokorok;Sword & Shield;Crown Zenith;CRZ;079;Krokorok;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|080|Pangoro;Sword & Shield;Crown Zenith;CRZ;080;Pangoro;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|081|Skrelp;Sword & Shield;Crown Zenith;CRZ;081;Skrelp;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|082|Dragalge;Sword & Shield;Crown Zenith;CRZ;082;Dragalge;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|083|Hoopa;Sword & Shield;Crown Zenith;CRZ;083;Hoopa;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|084|Galarian Meowth;Sword & Shield;Crown Zenith;CRZ;084;Galarian Meowth;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|085|Galarian Perrserker;Sword & Shield;Crown Zenith;CRZ;085;Galarian Perrserker;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|086|Scizor;Sword & Shield;Crown Zenith;CRZ;086;Scizor;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|087|Aron;Sword & Shield;Crown Zenith;CRZ;087;Aron;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|088|Lairon;Sword & Shield;Crown Zenith;CRZ;088;Lairon;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|089|Aggron;Sword & Shield;Crown Zenith;CRZ;089;Aggron;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|090|Metang;Sword & Shield;Crown Zenith;CRZ;090;Metang;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|091|Pawniard;Sword & Shield;Crown Zenith;CRZ;091;Pawniard;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|092|Pawniard;Sword & Shield;Crown Zenith;CRZ;092;Pawniard;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|093|Bisharp;Sword & Shield;Crown Zenith;CRZ;093;Bisharp;;;;;;;;;;
niet gekoppeld;unmatched;0;Sword & Shield|Crown Zenith|CRZ|094|Zacian;Sword & Shield;Crown Zenith;CRZ;094;Zacian;;;;;;;;;;
